135.240200,0.000000,0.000000,-0.072000
135.260300,0.000000,0.000000,-0.072000
135.300300,0.000000,0.000000,-0.072000
135.320300,0.000000,0.000000,-0.072000
135.340200,0.000000,0.000000,-0.072000
135.360300,0.000000,0.000000,-0.072000
135.400300,0.000000,0.000000,-0.072000
135.420300,0.000000,0.000000,-0.072000
135.440200,0.000000,0.000000,-0.072000
135.460300,0.000000,0.000000,-0.072000
135.500300,0.000000,0.000000,-0.072000
135.520300,0.000000,0.000000,-0.072000
135.540200,0.000000,0.000000,-0.072000
135.560300,0.000000,0.000000,-0.072000
135.600300,0.000000,0.000000,-0.072000
135.620300,0.000000,0.000000,-0.072000
135.640200,0.000000,0.000000,-0.072000
135.660300,0.000000,0.000000,-0.072000
135.700300,0.000000,0.000000,-0.072000
135.720300,0.000000,0.000000,-0.072000
135.740200,0.000000,0.000000,-0.072000
135.760300,0.000000,0.000000,-0.072000
135.800300,0.000000,0.000000,-0.072000
135.820300,0.000000,0.000000,-0.072000
135.840200,0.000000,0.000000,-0.072000
135.860300,0.000000,0.000000,-0.072000
135.900300,0.000000,0.000000,-0.072000
135.920300,0.000000,0.000000,-0.072000
135.940200,0.000000,0.000000,-0.072000
135.960300,0.000000,0.000000,-0.072000
136.000300,0.000000,0.000000,-0.072000
136.020300,0.000000,0.000000,-0.072000
136.040200,0.000000,0.000000,-0.072000
136.060300,0.000000,0.000000,-0.072000
136.100300,0.000000,0.000000,-0.072000
136.120300,0.000000,0.000000,-0.072000
136.140200,0.000000,0.000000,-0.072000
136.160300,0.000000,0.000000,-0.072000
136.200300,0.000000,0.000000,-0.072000
136.220300,0.000000,0.000000,-0.072000
136.240200,0.000000,0.000000,-0.072000
136.260300,0.000000,0.000000,-0.072000
136.300300,0.000000,0.000000,-0.072000
136.320300,0.000000,0.000000,-0.072000
136.340200,0.000000,0.000000,-0.072000
136.360300,0.000000,0.000000,-0.072000
136.400300,0.000000,0.000000,-0.072000
136.420300,0.000000,0.000000,-0.072000
136.440200,0.000000,0.000000,-0.072000
136.460300,0.000000,0.000000,-0.072000
136.500300,0.000000,0.000000,-0.072000
136.520300,0.000000,0.000000,-0.072000
136.540200,0.000000,0.000000,-0.072000
136.560300,0.000000,0.000000,-0.072000
136.600300,0.000000,0.000000,-0.072000
136.620300,0.000000,0.000000,-0.072000
136.640200,0.000000,0.000000,-0.072000
136.660300,0.000000,0.000000,-0.072000
136.700300,0.000000,0.000000,-0.072000
136.720300,0.000000,0.000000,-0.072000
136.740200,0.000000,0.000000,-0.072000
136.760300,0.000000,0.000000,-0.072000
136.800300,0.000000,0.000000,-0.072000
136.820300,0.000000,0.000000,-0.072000
136.840200,0.000000,0.000000,-0.072000
136.860300,0.000000,0.000000,-0.072000
136.900300,0.000000,0.000000,-0.072000
136.920300,0.000000,0.000000,-0.072000
136.940200,0.000000,0.000000,-0.072000
136.960300,0.000000,0.000000,-0.072000
137.000300,0.000000,0.000000,-0.072000
137.020300,0.000000,0.000000,-0.072000
137.040200,0.000000,0.000000,-0.072000
137.060300,0.000000,0.000000,-0.072000
137.100300,0.000000,0.000000,-0.072000
137.120300,0.000000,0.000000,-0.072000
137.140200,0.000000,0.000000,-0.072000
137.160300,0.000000,0.000000,-0.072000
137.200300,0.000000,0.000000,-0.072000
